month,market,channel,product,product_cost,freight_cost,tariff_cost,warehouse_cost
2025-10,Germany,Amazon,Wet-Dry Vacuum,362356.72,30198.05,15099.03,11324.27
2025-10,Germany,Amazon,Stick Vacuum,222874.95,17755.43,8877.72,6658.29
2025-10,Germany,Amazon,Washer-Dryer,196839.61,15117.07,7558.53,5668.9
2025-10,Germany,Amazon,Other Smart Home,178028.69,15450.47,7725.23,5793.92
2025-10,Germany,Official Website,Robot Vacuum,440896.96,38546.26,19273.13,14454.85
2025-10,Germany,Official Website,Wet-Dry Vacuum,157030.36,12842.29,6421.15,4815.86
2025-10,Germany,Official Website,Stick Vacuum,97836.52,7669.92,3834.96,2876.22
2025-10,Germany,Official Website,Washer-Dryer,86086.19,6439.16,3219.58,2414.68
2025-10,Germany,Official Website,Other Smart Home,83855.07,6863.54,3431.77,2573.83
2025-10,Germany,Offline Retail,Robot Vacuum,592023.74,53279.72,26639.86,19979.9
2025-10,Germany,Offline Retail,Roborock H1 (Unreleased),195752.05,16347.41,8173.71,6130.28
2025-10,Germany,Offline Retail,Stick Vacuum,125095.79,9980.38,4990.19,3742.64
2025-10,Germany,Offline Retail,Washer-Dryer,105535.34,8091.96,4045.98,3034.48
2025-10,Germany,Offline Retail,Other Smart Home,105323.04,8521.72,4260.86,3195.65
2025-10,Germany,Distributors,Robot Vacuum,616171.99,53733.25,26866.63,20149.97
2025-10,Germany,Distributors,Wet-Dry Vacuum,216404.31,16975.76,8487.88,6365.91
2025-10,Germany,Distributors,Stick Vacuum,128071.6,9609.63,4804.81,3603.61
2025-10,Germany,Distributors,Washer-Dryer,111063.58,8522.99,4261.49,3196.12
2025-10,Germany,Distributors,Other Smart Home,91005.07,8570.18,4285.09,3213.82
2025-10,Germany,Other E-commerce,Robot Vacuum,300353.52,25742.9,12871.45,9653.59
2025-10,Germany,Other E-commerce,Wet-Dry Vacuum,106613.15,9030.83,4515.42,3386.56
2025-10,Germany,Other E-commerce,Stick Vacuum,58475.71,4793.31,2396.65,1797.49
2025-10,Germany,Other E-commerce,Washer-Dryer,48091.07,3744.07,1872.03,1404.03
2025-10,Germany,Other E-commerce,Other Smart Home,54946.19,4641.04,2320.52,1740.39
2025-10,United Kingdom,Amazon,Robot Vacuum,664671.05,58016.22,29008.11,21756.08
2025-10,United Kingdom,Amazon,Wet-Dry Vacuum,251609.04,21996.48,10998.24,8248.68
2025-10,United Kingdom,Amazon,Stick Vacuum,135908.21,11235.93,5617.97,4213.47
2025-10,United Kingdom,Amazon,Washer-Dryer,127073.53,9675.28,4837.64,3628.23
2025-10,United Kingdom,Amazon,Other Smart Home,115388.99,9439.34,4719.67,3539.75
2025-10,United Kingdom,Official Website,Robot Vacuum,308882.98,26937.81,13468.91,10101.68
2025-10,United Kingdom,Official Website,Wet-Dry Vacuum,113970.34,9727.2,4863.6,3647.7
2025-10,United Kingdom,Official Website,Stick Vacuum,63301.41,5217.23,2608.61,1956.46
2025-10,United Kingdom,Official Website,Washer-Dryer,50849.53,3971.87,1985.94,1489.45
2025-10,United Kingdom,Official Website,Other Smart Home,55556.89,4596.66,2298.33,1723.75
2025-10,United Kingdom,Offline Retail,Robot Vacuum,448938.74,38203.17,19101.58,14326.19
2025-10,United Kingdom,Offline Retail,Wet-Dry Vacuum,144170.16,12800.42,6400.21,4800.16
2025-10,United Kingdom,Offline Retail,Stick Vacuum,94274.72,7592.25,3796.13,2847.09
2025-10,United Kingdom,Offline Retail,Washer-Dryer,63589.84,5095.24,2547.62,1910.71
2025-10,United Kingdom,Offline Retail,Other Smart Home,76658.11,6721.33,3360.67,2520.5
2025-10,United Kingdom,Distributors,Robot Vacuum,412966.62,35673.31,17836.65,13377.49
2025-10,United Kingdom,Distributors,Wet-Dry Vacuum,139171.06,11411.14,5705.57,4279.18
2025-10,United Kingdom,Distributors,Stick Vacuum,85221.65,6727.03,3363.52,2522.64
2025-10,United Kingdom,Distributors,Washer-Dryer,75925.22,5683.37,2841.68,2131.26
2025-10,United Kingdom,Distributors,Other Smart Home,71828.91,6073.14,3036.57,2277.43
2025-10,United Kingdom,Other E-commerce,Robot Vacuum,200422.03,18049.56,9024.78,6768.58
2025-10,United Kingdom,Other E-commerce,Wet-Dry Vacuum,81393.82,6365.43,3182.71,2387.03
2025-10,United Kingdom,Other E-commerce,Stick Vacuum,41154.65,3316.91,1658.45,1243.84
2025-10,United Kingdom,Other E-commerce,Washer-Dryer,38295.69,2882.26,1441.13,1080.85
2025-10,United Kingdom,Other E-commerce,Other Smart Home,39917.94,3325.86,1662.93,1247.2
2025-10,Japan,Amazon,Robot Vacuum,825000.0,77638.2,38819.1,29114.32
2025-10,Japan,Amazon,Wet-Dry Vacuum,289573.07,25707.99,12853.99,9640.5
2025-10,Japan,Amazon,Stick Vacuum,175148.26,14259.54,7129.77,5347.33
2025-10,Japan,Amazon,Roborock H1 (Unreleased),146983.91,11872.5,5936.25,4452.19
2025-10,Japan,Amazon,Other Smart Home,146246.39,11905.65,5952.82,4464.62
2025-10,Japan,Official Website,Robot Vacuum,446637.93,38641.51,19320.75,14490.57
2025-10,Japan,Official Website,Wet-Dry Vacuum,126616.57,10873.36,5436.68,4077.51
2025-10,Japan,Official Website,Stick Vacuum,88286.42,6736.36,3368.18,2526.14
2025-10,Japan,Official Website,Washer-Dryer,65272.0,5170.6,2585.3,1938.97
2025-10,Japan,Official Website,Other Smart Home,71771.66,5943.03,2971.51,2228.64
2025-10,Japan,Offline Retail,Robot Vacuum,528299.51,46974.55,23487.27,17615.45
2025-10,Japan,Offline Retail,Wet-Dry Vacuum,181746.88,15224.99,7612.5,5709.37
2025-10,Japan,Offline Retail,Stick Vacuum,114014.78,8769.04,4384.52,3288.39
2025-10,Japan,Offline Retail,Washer-Dryer,84272.08,6622.56,3311.28,2483.46
2025-10,Japan,Offline Retail,Other Smart Home,85791.14,7450.94,3725.47,2794.1
2025-10,Japan,Distributors,Robot Vacuum,515883.71,45828.84,22914.42,17185.81
2025-10,Japan,Distributors,Wet-Dry Vacuum,194945.4,16442.68,8221.34,6166.0
2025-10,Japan,Distributors,Stick Vacuum,124515.03,9044.77,4522.39,3391.79
2025-10,Japan,Distributors,Washer-Dryer,85710.58,6461.97,3230.99,2423.24
2025-10,Japan,Distributors,Other Smart Home,91107.98,7686.73,3843.36,2882.52
2025-10,Japan,Other E-commerce,Robot Vacuum,255650.57,23468.04,11734.02,8800.52
2025-10,Japan,Other E-commerce,Wet-Dry Vacuum,89329.44,7889.14,3944.57,2958.43
2025-10,Japan,Other E-commerce,Stick Vacuum,55618.91,4590.71,2295.35,1721.52
2025-10,Japan,Other E-commerce,Washer-Dryer,48660.32,3730.24,1865.12,1398.84
2025-10,Japan,Other E-commerce,Other Smart Home,49899.54,3987.55,1993.77,1495.33
2025-10,Rest of Europe,Amazon,Robot Vacuum,1089050.94,93653.04,117066.3,35119.89
2025-10,Rest of Europe,Amazon,Wet-Dry Vacuum,357381.33,29578.49,36973.11,11091.93
2025-10,Rest of Europe,Amazon,Stick Vacuum,194750.83,15732.59,19665.74,5899.72
2025-10,Rest of Europe,Amazon,Washer-Dryer,157600.45,12026.13,15032.66,4509.8
2025-10,Rest of Europe,Amazon,Other Smart Home,159641.97,13513.76,16892.2,5067.66
2025-10,Rest of Europe,Official Website,Robot Vacuum,434429.84,36722.89,45903.61,13771.08
2025-10,Rest of Europe,Official Website,Wet-Dry Vacuum,150307.44,12597.12,15746.4,4723.92
2025-10,Rest of Europe,Official Website,Stick Vacuum,84191.0,6752.77,8440.96,2532.29
2025-10,Rest of Europe,Official Website,Washer-Dryer,58723.42,4838.85,6048.56,1814.57
2025-10,Rest of Europe,Official Website,Other Smart Home,73911.96,6195.66,7744.57,2323.37
2025-10,Rest of Europe,Offline Retail,Robot Vacuum,518112.71,44927.04,56158.8,16847.64
2025-10,Rest of Europe,Offline Retail,Wet-Dry Vacuum,176310.53,15178.74,18973.43,5692.03
2025-10,Rest of Europe,Offline Retail,Stick Vacuum,111915.01,9159.49,11449.36,3434.81
2025-10,Rest of Europe,Offline Retail,Washer-Dryer,102464.4,7698.79,9623.49,2887.05
2025-10,Rest of Europe,Offline Retail,Other Smart Home,88570.36,7722.99,9653.74,2896.12
2025-10,Rest of Europe,Distributors,Robot Vacuum,559641.67,48215.84,60269.8,18080.94
2025-10,Rest of Europe,Distributors,Wet-Dry Vacuum,189538.36,16051.11,20063.89,6019.17
2025-10,Rest of Europe,Distributors,Stick Vacuum,103793.67,8401.43,10501.79,3150.54
2025-10,Rest of Europe,Distributors,Washer-Dryer,93506.52,7443.79,9304.73,2791.42
2025-10,Rest of Europe,Distributors,Other Smart Home,94332.59,7772.89,9716.12,2914.84
2025-10,Rest of Europe,Other E-commerce,Robot Vacuum,299112.95,24760.58,30950.73,9285.22
2025-10,Rest of Europe,Other E-commerce,Roborock H1 (Unreleased),98344.72,8007.65,10009.57,3002.87
2025-10,Rest of Europe,Other E-commerce,Stick Vacuum,55273.86,4539.61,5674.52,1702.36
2025-10,Rest of Europe,Other E-commerce,Washer-Dryer,45408.94,3377.91,4222.39,1266.72
2025-10,Rest of Europe,Other E-commerce,Other Smart Home,45305.99,3811.71,4764.64,1429.39
2025-10,Rest of Asia,Amazon,Robot Vacuum,708961.95,60523.19,30261.6,22696.2
2025-10,Rest of Asia,Amazon,Wet-Dry Vacuum,239680.57,19501.44,9750.72,7313.04
2025-10,Rest of Asia,Amazon,Stick Vacuum,130812.57,11478.49,5739.24,4304.43
2025-10,Rest of Asia,Amazon,Washer-Dryer,106805.73,8470.99,4235.5,3176.62
2025-10,Rest of Asia,Amazon,Other Smart Home,121564.51,9851.27,4925.64,3694.23
2025-10,Rest of Asia,Official Website,Robot Vacuum,264141.73,23372.92,11686.46,8764.85
2025-10,Rest of Asia,Official Website,Wet-Dry Vacuum,93883.99,8071.57,4035.78,3026.84
2025-10,Rest of Asia,Official Website,Stick Vacuum,55395.12,4517.48,2258.74,1694.05
2025-10,Rest of Asia,Official Website,Washer-Dryer,41866.49,3415.84,1707.92,1280.94
2025-10,Rest of Asia,Official Website,Other Smart Home,46510.59,3886.19,1943.09,1457.32
2025-10,Rest of Asia,Offline Retail,Robot Vacuum,369469.58,30799.12,15399.56,11549.67
2025-10,Rest of Asia,Offline Retail,Wet-Dry Vacuum,131744.15,10719.82,5359.91,4019.93
2025-10,Rest of Asia,Offline Retail,Stick Vacuum,78138.08,5865.6,2932.8,2199.6
2025-10,Rest of Asia,Offline Retail,Washer-Dryer,62390.27,4675.48,2337.74,1753.31
2025-10,Rest of Asia,Offline Retail,Other Smart Home,63633.58,5144.23,2572.12,1929.09
2025-10,Rest of Asia,Distributors,Robot Vacuum,378662.8,31777.01,15888.5,11916.38
2025-10,Rest of Asia,Distributors,Wet-Dry Vacuum,135079.12,11130.62,5565.31,4173.98
2025-10,Rest of Asia,Distributors,Stick Vacuum,75830.03,6100.67,3050.33,2287.75
2025-10,Rest of Asia,Distributors,Washer-Dryer,65640.1,4897.51,2448.76,1836.57
2025-10,Rest of Asia,Distributors,Other Smart Home,65572.17,5235.98,2617.99,1963.49
2025-10,Rest of Asia,Other E-commerce,Robot Vacuum,179728.3,16209.24,8104.62,6078.47
2025-10,Rest of Asia,Other E-commerce,Wet-Dry Vacuum,57627.69,4908.56,2454.28,1840.71
2025-10,Rest of Asia,Other E-commerce,Stick Vacuum,33556.03,2673.35,1336.67,1002.5
2025-10,Rest of Asia,Other E-commerce,Washer-Dryer,30813.69,2312.6,1156.3,867.22
2025-10,Rest of Asia,Other E-commerce,Other Smart Home,30290.66,2465.2,1232.6,924.45
2025-11,China,Amazon,Robot Vacuum,9086686.59,843754.93,421877.46,316408.1
2025-11,China,Amazon,Wet-Dry Vacuum,3156509.08,248775.6,124387.8,93290.85
2025-11,China,Amazon,Stick Vacuum,1928784.08,157328.94,78664.47,58998.35
2025-11,China,Amazon,Washer-Dryer,1550459.55,120222.12,60111.06,45083.29
2025-11,China,Amazon,Other Smart Home,1529908.61,131040.92,65520.46,49140.35
2025-11,China,Official Website,Robot Vacuum,3820401.7,314160.05,157080.02,117810.02
2025-11,China,Official Website,Wet-Dry Vacuum,1391748.48,115142.86,57571.43,43178.57
2025-11,China,Official Website,Stick Vacuum,724287.02,59460.96,29730.48,22297.86
2025-11,China,Official Website,Washer-Dryer,623609.44,46758.09,23379.05,17534.29
2025-11,China,Official Website,Other Smart Home,639922.71,52124.18,26062.09,19546.57
2025-11,China,Offline Retail,Robot Vacuum,5124997.05,458135.43,229067.71,171800.78
2025-11,China,Offline Retail,Wet-Dry Vacuum,2050568.71,166677.42,83338.71,62504.03
2025-11,China,Offline Retail,Stick Vacuum,1020337.03,83699.25,41849.63,31387.22
2025-11,China,Offline Retail,Washer-Dryer,805980.84,62929.09,31464.55,23598.41
2025-11,China,Offline Retail,Other Smart Home,824094.39,73081.84,36540.92,27405.69
2025-11,China,Distributors,Robot Vacuum,5088383.35,471008.51,235504.25,176628.19
2025-11,China,Distributors,Wet-Dry Vacuum,1911530.1,151100.18,75550.09,56662.57
2025-11,China,Distributors,Stick Vacuum,1141068.12,87001.26,43500.63,32625.47
2025-11,China,Distributors,Washer-Dryer,921968.08,70780.92,35390.46,26542.85
2025-11,China,Distributors,Other Smart Home,1033336.43,82019.58,41009.79,30757.34
2025-11,China,Other E-commerce,Robot Vacuum,2625667.01,234518.84,117259.42,87944.56
2025-11,China,Other E-commerce,Wet-Dry Vacuum,869311.55,72975.52,36487.76,27365.82
2025-11,China,Other E-commerce,Stick Vacuum,532441.27,42523.21,21261.61,15946.2
2025-11,China,Other E-commerce,Washer-Dryer,455739.42,35188.75,17594.38,13195.78
2025-11,China,Other E-commerce,Other Smart Home,443466.22,37195.65,18597.82,13948.37
2025-11,United States,Amazon,Robot Vacuum,3057955.41,262803.58,328504.48,98551.34
2025-11,United States,Amazon,Wet-Dry Vacuum,1040982.44,86359.57,107949.46,32384.84
2025-11,United States,Amazon,Roborock H1 (Unreleased),564809.03,46082.43,57603.04,17280.91
2025-11,United States,Amazon,Washer-Dryer,507646.68,37877.75,47347.19,14204.16
2025-11,United States,Amazon,Other Smart Home,499149.35,41116.95,51396.19,15418.86
2025-11,United States,Official Website,Robot Vacuum,1318084.26,120675.69,150844.61,45253.38
2025-11,United States,Official Website,Wet-Dry Vacuum,392407.31,34083.94,42604.92,12781.48
2025-11,United States,Official Website,Stick Vacuum,249755.7,19891.67,24864.59,7459.38
2025-11,United States,Official Website,Washer-Dryer,199691.22,15440.19,19300.24,5790.07
2025-11,United States,Official Website,Other Smart Home,218549.97,18164.87,22706.09,6811.83
2025-11,United States,Offline Retail,Robot Vacuum,1550143.3,137856.91,172321.14,51696.34
2025-11,United States,Offline Retail,Wet-Dry Vacuum,599961.81,46400.45,58000.56,17400.17
2025-11,United States,Offline Retail,Stick Vacuum,308035.08,25667.1,32083.87,9625.16
2025-11,United States,Offline Retail,Washer-Dryer,267006.44,21842.95,27303.68,8191.1
2025-11,United States,Offline Retail,Other Smart Home,295787.36,24405.59,30506.99,9152.1
2025-11,United States,Distributors,Robot Vacuum,1635803.38,147065.51,183831.89,55149.57
2025-11,United States,Distributors,Wet-Dry Vacuum,562136.1,46404.66,58005.83,17401.75
2025-11,United States,Distributors,Stick Vacuum,332535.12,26144.84,32681.06,9804.32
2025-11,United States,Distributors,Washer-Dryer,310222.3,22978.07,28722.58,8616.77
2025-11,United States,Distributors,Other Smart Home,291627.0,25453.16,31816.45,9544.93
2025-11,United States,Other E-commerce,Robot Vacuum,824869.84,74567.15,93208.94,27962.68
2025-11,United States,Other E-commerce,Wet-Dry Vacuum,296351.26,24382.31,30477.89,9143.37
2025-11,United States,Other E-commerce,Stick Vacuum,156922.98,12270.23,15337.78,4601.33
2025-11,United States,Other E-commerce,Washer-Dryer,150198.94,10840.43,13550.53,4065.16
2025-11,United States,Other E-commerce,Other Smart Home,155741.9,12616.76,15770.94,4731.28
2025-11,Germany,Amazon,Robot Vacuum,1318580.48,117407.18,58703.59,44027.69
2025-11,Germany,Amazon,Wet-Dry Vacuum,432840.59,37060.04,18530.02,13897.51
2025-11,Germany,Amazon,Stick Vacuum,256498.96,20873.27,10436.64,7827.48
2025-11,Germany,Amazon,Washer-Dryer,211034.14,16527.27,8263.63,6197.73
2025-11,Germany,Amazon,Other Smart Home,228064.38,18638.98,9319.49,6989.62
2025-11,Germany,Official Website,Robot Vacuum,564032.6,49752.64,24876.32,18657.24
2025-11,Germany,Official Website,Wet-Dry Vacuum,188723.31,16377.28,8188.64,6141.48
2025-11,Germany,Official Website,Stick Vacuum,104826.24,8497.22,4248.61,3186.46
2025-11,Germany,Official Website,Washer-Dryer,91550.44,6861.7,3430.85,2573.14
2025-11,Germany,Official Website,Other Smart Home,86632.14,7143.98,3571.99,2678.99
2025-11,Germany,Offline Retail,Robot Vacuum,784547.63,68567.84,34283.92,25712.94
2025-11,Germany,Offline Retail,Wet-Dry Vacuum,263980.5,21748.54,10874.27,8155.7
2025-11,Germany,Offline Retail,Stick Vacuum,167827.55,12801.58,6400.79,4800.59
2025-11,Germany,Offline Retail,Washer-Dryer,124822.33,9534.2,4767.1,3575.33
2025-11,Germany,Offline Retail,Other Smart Home,133034.86,11216.13,5608.06,4206.05
2025-11,Germany,Distributors,Robot Vacuum,695462.84,63565.22,31782.61,23836.96
2025-11,Germany,Distributors,Wet-Dry Vacuum,249608.7,20646.12,10323.06,7742.3
2025-11,Germany,Distributors,Stick Vacuum,135556.36,11701.29,5850.65,4387.98
2025-11,Germany,Distributors,Washer-Dryer,117461.36,9085.72,4542.86,3407.15
2025-11,Germany,Distributors,Other Smart Home,123378.05,10345.39,5172.69,3879.52
2025-11,Germany,Other E-commerce,Robot Vacuum,355006.81,32903.02,16451.51,12338.63
2025-11,Germany,Other E-commerce,Wet-Dry Vacuum,118108.96,10124.36,5062.18,3796.63
2025-11,Germany,Other E-commerce,Stick Vacuum,85156.17,6650.94,3325.47,2494.1
2025-11,Germany,Other E-commerce,Washer-Dryer,68469.71,5230.7,2615.35,1961.51
2025-11,Germany,Other E-commerce,Other Smart Home,61972.86,5148.68,2574.34,1930.76
2025-11,United Kingdom,Amazon,Robot Vacuum,891578.27,78529.68,39264.84,29448.63
2025-11,United Kingdom,Amazon,Wet-Dry Vacuum,309733.6,25739.61,12869.8,9652.35
2025-11,United Kingdom,Amazon,Stick Vacuum,180582.33,13927.3,6963.65,5222.74
2025-11,United Kingdom,Amazon,Washer-Dryer,141339.56,10832.16,5416.08,4062.06
2025-11,United Kingdom,Amazon,Other Smart Home,140515.39,12245.3,6122.65,4591.99
2025-11,United Kingdom,Official Website,Robot Vacuum,370946.26,31435.67,15717.84,11788.38
2025-11,United Kingdom,Official Website,Roborock H1 (Unreleased),129807.65,10698.44,5349.22,4011.92
2025-11,United Kingdom,Official Website,Stick Vacuum,70606.69,5750.18,2875.09,2156.32
2025-11,United Kingdom,Official Website,Washer-Dryer,61724.97,4933.59,2466.79,1850.1
2025-11,United Kingdom,Official Website,Other Smart Home,70018.32,5766.37,2883.19,2162.39
2025-11,United Kingdom,Offline Retail,Robot Vacuum,501281.55,44715.54,22357.77,16768.33
2025-11,United Kingdom,Offline Retail,Wet-Dry Vacuum,186268.23,14822.37,7411.19,5558.39
2025-11,United Kingdom,Offline Retail,Stick Vacuum,101727.44,8223.53,4111.77,3083.82
2025-11,United Kingdom,Offline Retail,Washer-Dryer,81763.25,6451.55,3225.78,2419.33
2025-11,United Kingdom,Offline Retail,Other Smart Home,92406.79,7499.04,3749.52,2812.14
2025-11,United Kingdom,Distributors,Robot Vacuum,494826.98,42796.65,21398.33,16048.74
2025-11,United Kingdom,Distributors,Wet-Dry Vacuum,187892.99,15578.93,7789.46,5842.1
2025-11,United Kingdom,Distributors,Stick Vacuum,110478.1,8662.48,4331.24,3248.43
2025-11,United Kingdom,Distributors,Washer-Dryer,82876.82,6382.36,3191.18,2393.38
2025-11,United Kingdom,Distributors,Other Smart Home,90380.2,7479.21,3739.6,2804.7
2025-11,United Kingdom,Other E-commerce,Robot Vacuum,264362.78,22705.37,11352.68,8514.51
2025-11,United Kingdom,Other E-commerce,Wet-Dry Vacuum,96728.92,7912.31,3956.16,2967.12
2025-11,United Kingdom,Other E-commerce,Stick Vacuum,58016.42,4665.0,2332.5,1749.38
2025-11,United Kingdom,Other E-commerce,Washer-Dryer,43373.86,3206.37,1603.18,1202.39
2025-11,United Kingdom,Other E-commerce,Other Smart Home,38969.53,3495.45,1747.72,1310.79
2025-11,Japan,Amazon,Robot Vacuum,1303948.93,109184.91,54592.45,40944.34
2025-11,Japan,Amazon,Wet-Dry Vacuum,441513.25,38777.35,19388.67,14541.51
2025-11,Japan,Amazon,Stick Vacuum,229836.11,18739.43,9369.72,7027.29
2025-11,Japan,Amazon,Washer-Dryer,215841.0,16623.56,8311.78,6233.83
2025-11,Japan,Amazon,Other Smart Home,209408.29,17527.72,8763.86,6572.89
2025-11,Japan,Official Website,Robot Vacuum,620991.98,53581.54,26790.77,20093.08
2025-11,Japan,Official Website,Wet-Dry Vacuum,178188.75,15335.74,7667.87,5750.9
2025-11,Japan,Official Website,Stick Vacuum,108542.88,8616.03,4308.01,3231.01
2025-11,Japan,Official Website,Washer-Dryer,94431.55,7392.19,3696.1,2772.07
2025-11,Japan,Official Website,Other Smart Home,94660.95,7819.18,3909.59,2932.19
2025-11,Japan,Offline Retail,Robot Vacuum,693637.88,61776.74,30888.37,23166.28
2025-11,Japan,Offline Retail,Wet-Dry Vacuum,219659.78,18254.09,9127.04,6845.28
2025-11,Japan,Offline Retail,Stick Vacuum,137814.89,11210.13,5605.07,4203.8
2025-11,Japan,Offline Retail,Washer-Dryer,110919.06,8664.82,4332.41,3249.31
2025-11,Japan,Offline Retail,Other Smart Home,119184.47,9847.17,4923.59,3692.69
2025-11,Japan,Distributors,Robot Vacuum,698838.44,60408.71,30204.36,22653.27
2025-11,Japan,Distributors,Wet-Dry Vacuum,258710.11,21953.2,10976.6,8232.45
2025-11,Japan,Distributors,Stick Vacuum,140687.98,11556.23,5778.11,4333.59
2025-11,Japan,Distributors,Washer-Dryer,122391.68,9244.61,4622.3,3466.73
2025-11,Japan,Distributors,Other Smart Home,131446.4,10964.56,5482.28,4111.71
2025-11,Japan,Other E-commerce,Robot Vacuum,370085.21,32096.77,16048.39,12036.29
2025-11,Japan,Other E-commerce,Wet-Dry Vacuum,124997.48,10707.42,5353.71,4015.28
2025-11,Japan,Other E-commerce,Stick Vacuum,66025.42,5579.91,2789.95,2092.47
2025-11,Japan,Other E-commerce,Washer-Dryer,56287.5,4400.17,2200.08,1650.06
2025-11,Japan,Other E-commerce,Other Smart Home,56620.91,4829.44,2414.72,1811.04
2025-11,Rest of Europe,Amazon,Robot Vacuum,1324997.57,118056.61,147570.76,44271.23
2025-11,Rest of Europe,Amazon,Wet-Dry Vacuum,399215.46,33915.93,42394.91,12718.47
2025-11,Rest of Europe,Amazon,Stick Vacuum,241132.64,18871.1,23588.87,7076.66
2025-11,Rest of Europe,Amazon,Washer-Dryer,213358.38,16555.3,20694.12,6208.24
2025-11,Rest of Europe,Amazon,Other Smart Home,225222.25,18684.18,23355.22,7006.57
2025-11,Rest of Europe,Official Website,Robot Vacuum,496361.85,43913.39,54891.73,16467.52
2025-11,Rest of Europe,Official Website,Wet-Dry Vacuum,174606.22,14465.91,18082.39,5424.72
2025-11,Rest of Europe,Official Website,Stick Vacuum,102674.77,8219.93,10274.91,3082.47
2025-11,Rest of Europe,Official Website,Washer-Dryer,85763.54,6497.66,8122.08,2436.62
2025-11,Rest of Europe,Official Website,Other Smart Home,75797.79,6470.94,8088.68,2426.6
2025-11,Rest of Europe,Offline Retail,Robot Vacuum,650324.21,55477.51,69346.89,20804.07
2025-11,Rest of Europe,Offline Retail,Wet-Dry Vacuum,227927.35,19129.69,23912.12,7173.63
2025-11,Rest of Europe,Offline Retail,Stick Vacuum,145393.03,12107.84,15134.8,4540.44
2025-11,Rest of Europe,Offline Retail,Washer-Dryer,112210.0,8583.11,10728.89,3218.67
2025-11,Rest of Europe,Offline Retail,Other Smart Home,109137.77,9333.14,11666.42,3499.93
2025-11,Rest of Europe,Distributors,Robot Vacuum,704618.48,61407.07,76758.83,23027.65
2025-11,Rest of Europe,Distributors,Wet-Dry Vacuum,256362.68,20035.44,25044.31,7513.29
2025-11,Rest of Europe,Distributors,Stick Vacuum,137094.3,11232.6,14040.75,4212.23
2025-11,Rest of Europe,Distributors,Washer-Dryer,126284.04,9618.25,12022.82,3606.84
2025-11,Rest of Europe,Distributors,Other Smart Home,105231.91,9256.84,11571.05,3471.31
2025-11,Rest of Europe,Other E-commerce,Robot Vacuum,321766.99,28217.27,35271.59,10581.48
2025-11,Rest of Europe,Other E-commerce,Wet-Dry Vacuum,116253.32,9952.22,12440.28,3732.08
2025-11,Rest of Europe,Other E-commerce,Stick Vacuum,62953.43,5132.48,6415.6,1924.68
2025-11,Rest of Europe,Other E-commerce,Washer-Dryer,52970.34,4213.86,5267.33,1580.2
2025-11,Rest of Europe,Other E-commerce,Other Smart Home,58499.65,4770.2,5962.74,1788.82
2025-11,Rest of Asia,Amazon,Robot Vacuum,890993.17,76876.26,38438.13,28828.6
2025-11,Rest of Asia,Amazon,Wet-Dry Vacuum,323078.95,26904.37,13452.19,10089.14
2025-11,Rest of Asia,Amazon,Stick Vacuum,175053.06,14377.08,7188.54,5391.41
2025-11,Rest of Asia,Amazon,Washer-Dryer,152194.05,11174.38,5587.19,4190.39
2025-11,Rest of Asia,Amazon,Other Smart Home,155652.44,13269.77,6634.88,4976.16
2025-11,Rest of Asia,Official Website,Robot Vacuum,399638.22,37987.29,18993.65,14245.23
2025-11,Rest of Asia,Official Website,Wet-Dry Vacuum,137792.81,11326.97,5663.48,4247.61
2025-11,Rest of Asia,Official Website,Stick Vacuum,69313.42,5735.16,2867.58,2150.68
2025-11,Rest of Asia,Official Website,Washer-Dryer,64095.27,4788.39,2394.2,1795.65
2025-11,Rest of Asia,Official Website,Roborock H1 (Unreleased),69119.5,5826.58,2913.29,2184.97
2025-11,Rest of Asia,Offline Retail,Robot Vacuum,510901.5,44605.6,22302.8,16727.1
2025-11,Rest of Asia,Offline Retail,Wet-Dry Vacuum,179629.79,14365.17,7182.58,5386.94
2025-11,Rest of Asia,Offline Retail,Stick Vacuum,116041.51,9632.66,4816.33,3612.25
2025-11,Rest of Asia,Offline Retail,Washer-Dryer,91808.66,7184.18,3592.09,2694.07
2025-11,Rest of Asia,Offline Retail,Other Smart Home,90796.39,7583.58,3791.79,2843.84
2025-11,Rest of Asia,Distributors,Robot Vacuum,473317.31,40217.55,20108.78,15081.58
2025-11,Rest of Asia,Distributors,Wet-Dry Vacuum,178356.98,15162.56,7581.28,5685.96
2025-11,Rest of Asia,Distributors,Stick Vacuum,105095.02,8560.27,4280.14,3210.1
2025-11,Rest of Asia,Distributors,Washer-Dryer,92953.53,7049.16,3524.58,2643.43
2025-11,Rest of Asia,Distributors,Other Smart Home,84853.55,7195.74,3597.87,2698.4
2025-11,Rest of Asia,Other E-commerce,Robot Vacuum,246333.97,21796.62,10898.31,8173.73
2025-11,Rest of Asia,Other E-commerce,Wet-Dry Vacuum,86669.33,7575.03,3787.52,2840.64
2025-11,Rest of Asia,Other E-commerce,Stick Vacuum,52911.86,3969.27,1984.64,1488.48
2025-11,Rest of Asia,Other E-commerce,Washer-Dryer,40621.64,3256.4,1628.2,1221.15
2025-11,Rest of Asia,Other E-commerce,Roborock H1 (Unreleased),42231.07,3553.56,1776.78,1332.58
2025-12,China,Amazon,Robot Vacuum,8779607.1,781170.72,390585.36,292939.02
2025-12,China,Amazon,Wet-Dry Vacuum,3288688.56,259185.17,129592.58,97194.44
